Term,Values
垂れる,たれる
埋まる,うまる
埋める,うめる
堪える,たえる
増える,ふえる
増やす,ふやす
売り手,うりて
売れる,うれる
変える,かえる
変わる,かわる
尽きる,つきる
尽くす,つくす
建てる,たてる
当たり,あたり
当たる,あたる
当てる,あてる
従兄弟,いとこ
悔やむ,くやむ
惜しい,おしい
惜しむ,おしむ
慣れる,なれる
憂き目,うきめ
懲りる,こりる
懸かる,かかる
懸ける,かける
折り目,おりめ
折れる,おれる
抜ける,ぬける
捨てる,すてる
据える,すえる
掛かる,かかる
掛ける,かける
揚げ,あげ
換える,かえる
揺する,ゆする
揺れる,ゆれる
擦れる,すれる
攻める,せめる
敢えて,あえて
散らし,ちらし
日焼け,ひやけ
晴れる,はれる
暮らし,くらし
暮らす,くらす
暮れる,くれる
替える,かえる
替わる,かわる
未だ,まだ
朽ちる,くちる
果てる,はてる
枯らす,からす
枯れる,かれる
枯れ木,かれき
染まる,そまる
染める,そめる
植える,うえる
欠かす,かかす
欠ける,かける
欲しい,ほしい
止まる,とまる
止める,とめる
殖える,ふえる
気持ち,きもち
決まる,きまる
決める,きめる
沸かす,わかす
泊まり,とまり
泊まる,とまる
泊める,とめる
消える,きえる
添える,そえる
済ます,すます
減らす,へらす
溶かす,とかす
溶ける,とける
漏らす,もらす
漏れる,もれる
漬かる,つかる
漬ける,つける
澄ます,すます
濡らす,ぬらす
濡れる,ぬれる
火照る,ほてる
点ける,つける
焼ける,やける
照らす,てらす
照れる,てれる
熟れる,うれる
燃える,もえる
燃やす,もやす
生える,はえる
生きる,いきる
生まれ,うまれ
痩せる,やせる
皮膚科,ひふか
着ける,つける
秘める,ひめる
積もる,つもる
立てる,たてる
終わり,おわり
終わる,おわる
絶える,たえる
絶やす,たやす
継ぐ,つぐ
締まる,しまる
締める,しめる
群れる,むれる
耐える,たえる
脱ぐ,ぬぐ
荒らす,あらす
荒れる,あれる
菓子屋,かしや
落ちる,おちる
落とす,おとす
蒸れる,むれる
褒める,ほめる
見える,みえる
見せる,みせる
見抜く,みぬく
解ける,とける
触れる,ふれる
詰まる,つまる
詰める,つめる
請ける,うける
負ける,まける
責める,せめる
賭ける,かける
起きる,おきる
起こす,おこす
起こる,おこる
越える,こえる
足りる,たりる
跳ねる,はねる
跳ぶ,とぶ
載せる,のせる
辞める,やめる
込める,こめる
透ける,すける
連れる,つれる
逸らす,そらす
逸れる,それる
過ぎ,すぎ
避ける,さける
閉まる,しまる
閉める,しめる
開ける,あける
間抜け,まぬけ
降りる,おりる
降ろす,おろす
風呂屋,ふろや
飛ぶ,とぶ
飢える,うえる
飽きる,あきる
駆ける,かける
お守り,おまもり
お祝い,おいわい
お笑い,おわらい
この前,このまえ
この辺,このへん
ご覧,ごらん
ご飯,ごはん
一昨日,おととい
不人気,ふにんき
不可欠,ふかけつ
不可能,ふかのう
不味い,まずい
不思議,ふしぎ
不愉快,ふゆかい
不規則,ふきそく
与える,あたえる
世の中,よのなか
並ぶ,ならぶ
串焼き,くしやき
久しい,ひさしい
乗り場,のりば
乗り物,のりもの
乾かす,かわかす
仕返し,しかえし
仰ぐ,あおぐ
仲良く,なかよく
仲良し,なかよし
伝える,つたえる
伝わる,つたわる
供える,そなえる
価値観,かちかん
係わる,かかわる
俺たち,おれたち
倒れる,たおれる
傘立て,かさたて
備える,そなえる
傷める,いためる
優しい,やさしい
冷たい,つめたい
凌ぐ,しのぐ
出会う,であう
出来る,できる
別れる,わかれる
割り勘,わりかん
加える,くわえる
加湿器,かしつき
助かる,たすかる
助ける,たすける
務める,つとめる
勤める,つとめる
勧める,すすめる
化かす,ばかす
化ける,ばける
却って,かえって
及び,および
及ぶ,およぶ
収める,おさめる
叫び,さけび
叫ぶ,さけぶ
可愛い,かわいい
同じ,おなじ
名古屋,なごや
呆ける,ぼける
呆れる,あきれる
味噌汁,みそしる
哀れむ,あわれむ
唱える,となえる
嘘吐き,うそつき
固まる,かたまる
固める,かためる
地下鉄,ちかてつ
壊れる,こわれる
夕べ,ゆうべ
夕焼け,ゆうやけ
大いに,おおいに
大きい,おおきい
大きく,おおきく
大きさ,おおきさ
大した,たいした
奈良県,ならけん
奥さん,おくさん
威張る,いばる
嫁ぐ,とつぐ
嬉しい,うれしい
学ぶ,まなぶ
安売り,やすうり
宜しい,よろしい
宜しく,よろしく
家政婦,かせいふ
察する,さっする
対する,たいする
小さい,ちいさい
小文字,こもじ
少ない,すくない
尚且つ,なおかつ
居眠り,いねむり
履き物,はきもの
巣立ち,すだち
廃れる,すたれる
当て字,あてじ
後で,あとで
徹する,てっする
忍ぶ,しのぶ
忘れる,わすれる
怒鳴る,どなる
怠ける,なまける
急ぐ,いそぐ
怪しい,あやしい
恐らく,おそらく
恐れる,おそれる
悔しい,くやしい
悲しい,かなしい
悲しみ,かなしみ
悲しむ,かなしむ
意図的,いとてき
愛する,あいする
感じ,かんじ
慌てる,あわてる
憂える,うれえる
憎しみ,にくしみ
扇ぐ,あおぐ
手の甲,てのこう
手洗い,てあらい
手渡す,てわたす
手荷物,てにもつ
押入れ,おしいれ
担ぐ,かつぐ
指揮者,しきしゃ
挟まる,はさまる
捉える,とらえる
捕える,とらえる
捕まる,つかまる
控える,ひかえる
損なう,そこなう
擁する,ようする
支える,ささえる
支払い,しはらい
放れる,はなれる
教える,おしえる
早乙女,さおとめ
明るい,あかるい
易しい,やさしい
春巻き,はるまき
書き方,かきかた
栄える,さかえる
栓抜き,せんぬき
極めて,きわめて
極める,きわめる
楽しい,たのしい
楽しみ,たのしみ
楽しむ,たのしむ
構える,かまえる
歌舞伎,かぶき
歯医者,はいしゃ
気付く,きづく
求める,もとめる
泣き虫,なきむし
注ぐ,そそぐ
泳ぎ,およぎ
泳ぐ,およぐ
浮世絵,うきよえ
淑やか,しとやか
無意識,むいしき
無闇に,むやみに
焼き肉,やきにく
焼き芋,やきいも
焼き鳥,やきとり
熊之実,くまのみ
爪切り,つめきり
爽やか,さわやか
片仮名,かたかな
物真似,ものまね
猿真似,さるまね
用いる,もちいる
異なる,ことなる
疲れる,つかれる
皆さん,みなさん
目医者,めいしゃ
真っ黒,まっくろ
着替え,きがえ
確かに,たしかに
祖父母,そふぼ
称える,たたえる
稼ぎ,かせぎ
稼ぐ,かせぐ
空き缶,あきかん
竹の子,たけのこ
等しい,ひとしい
答える,こたえる
納まる,おさまる
納める,おさめる
紡ぐ,つむぐ
細かい,こまかい
絵文字,えもじ
綱引き,つなひき
総理府,そうりふ
緩める,ゆるめる
緩やか,ゆるやか
置き場,おきば
耳打ち,みみうち
胸焼け,むねやけ
脳みそ,のうみそ
腰抜け,こしぬけ
腹切り,はらきり
膨らむ,ふくらむ
膨れる,ふくれる
船酔い,ふなよい
苦しい,くるしい
苦しむ,くるしむ
茶の湯,ちゃのゆ
草刈り,くさかり
華やか,はなやか
落ち葉,おちば
薄める,うすめる
薦める,すすめる
虚しい,むなしい
襟巻き,えりまき
見渡す,みわたす
見直す,みなおす
見返す,みかえす
見返る,みかえる
見送る,みおくる
親しい,したしい
言い方,いいかた
言い訳,いいわけ
訓読み,くんよみ
記念碑,きねんひ
設ける,もうける
詐欺師,さぎし
詳しい,くわしい
認める,みとめる
読み方,よみかた
負け犬,まけいぬ
買い物,かいもの
身振り,みぶり
転ぶ,ころぶ
迎える,むかえる
迷わす,まよわす
逆さま,さかさま
逆らう,さからう
遅れる,おくれる
遊び,あそび
遊ぶ,あそぶ
運ぶ,はこぶ
過去形,かこけい
達する,たっする
選ぶ,えらぶ
酒飲み,さけのみ
酢の物,すのもの
金持ち,かねもち
鍛える,きたえる
関する,かんする
防ぐ,ふせぐ
隠れる,かくれる
集まり,あつまり
集まる,あつまる
集める,あつめる
離れる,はなれる
雰囲気,ふんいき
震える,ふるえる
音読み,おんよみ
頻りに,しきりに
顔付き,かおつき
風呂場,ふろば
飛行機,ひこうき
飲み会,のみかい
飲み物,のみもの
飼い主,かいぬし
騒ぐ,さわぐ
髪の毛,かみのけ
鼻くそ,はなくそ
いつ頃,いつごろ
お土産,おみやげ
お握り,おにぎり
お願い,おねがい
この頃,このごろ
メモ帳,めもちょう
一斉に,いっせいに
下さい,ください
下書き,したがき
不健康,ふけんこう
不可分,ふかぶん
不器用,ぶきよう
不均衡,ふきんこう
不孝者,ふこうもの
不機嫌,ふきげん
不自由,ふじゆう
不透明,ふとうめい
乏しい,とぼしい
乱れる,みだれる
事務所,じむしょ
二時半,にじはん
交わる,まじわる
交差点,こうさてん
人込み,ひとごみ
今日は,こんにちは
他動詞,たどうし
仲直り,なかなおり
作り方,つくりかた
使い方,つかいかた
依頼人,いらいにん
保守的,ほしゅてき
候補者,こうほしゃ
倫理的,りんりてき
傷つく,きずつく
傾ける,かたむける
優れる,すぐれる
先回り,さきまわり
免れる,まぬかれる
入り口,いりぐち
入れ墨,いれずみ
再び,ふたたび
再来年,さらいねん
冬休み,ふゆやすみ
冷凍庫,れいとうこ
刑務所,けいむしょ
初めて,はじめて
初めに,はじめに
割り算,わりざん
割り箸,わりばし
励ます,はげます
効果的,こうかてき
動かす,うごかす
危ない,あぶない
原子炉,げんしろ
厳しい,きびしい
参加者,さんかしゃ
古典的,こてんてき
可哀想,かわいそう
可能性,かのうせい
右利き,みぎきき
否定形,ひていけい
吸い殻,すいがら
喜び,よろこび
喜ぶ,よろこぶ
喫茶店,きっさてん
回顧録,かいころく
図書館,としょかん
地下街,ちかがい
坊さん,ぼうさん
基本的,きほんてき
壊れ物,こわれもの
夏休み,なつやすみ
外れる,はずれる
大好き,だいすき
大文字,おおもじ
女の子,おんなのこ
好奇心,こうきしん
始まる,はじまる
始めに,はじめに
始める,はじめる
委員会,いいんかい
嫌悪感,けんおかん
子守歌,こもりうた
孤児院,こじいん
寂しい,さびしい
富士山,ふじさん
寛ぐ,くつろぐ
寝不足,ねぶそく
尋ねる,たずねる
小遣い,こづかい
小麦粉,こむぎこ
居酒屋,いざかや
届ける,とどける
属する,ぞくする
履歴書,りれきしょ
山中湖,やまなかこ
岐阜県,ぎふけん
崩れる,くずれる
平仮名,ひらがな
幼稚園,ようちえん
幾何学,きかがく
建築家,けんちくか
引き算,ひきざん
形容詞,けいようし
御手洗,おてあらい
心得る,こころえる
心持ち,こころもち
必ず,かならず
忘れ物,わすれもの
思い出,おもいで
怠け者,なまけもの
悪趣味,あくしゅみ
意地悪,いじわる
愛媛県,えひめけん
愛知県,あいちけん
感嘆符,かんたんふ
戒める,いましめる
戯れる,たわむれる
手伝う,てつだう
手作り,てづくり
手堅い,てがたい
手続き,てつづき
折り紙,おりがみ
披露宴,ひろうえん
招き猫,まねきねこ
指差す,ゆびさす
掃除機,そうじき
掛け算,かけざん
改まる,あらたまる
敗れる,やぶれる
数える,かぞえる
整える,ととのえる
新しい,あたらしい
日本的,にほんてき
日本製,にほんせい
日本語,にほんご
日本酒,にほんしゅ
春休み,はるやすみ
昼休み,ひるやすみ
普遍的,ふへんてき
暖かい,あたたかい
暴れる,あばれる
更衣室,こういしつ
朗らか,ほがらか
本当に,ほんとうに
枠組み,わくぐみ
核兵器,かくへいき
正しい,ただしい
比較的,ひかくてき
気違い,きちがい
汗臭い,あせくさい
汚れる,よごれる
沈める,しずめる
泌尿器,ひにょうき
泣き声,なきごえ
洗濯屋,せんたくや
洗濯機,せんたくき
洗濯粉,せんたくこ
流れる,ながれる
浮浪者,ふろうしゃ
涼しい,すずしい
渦巻き,うずまき
温かい,あたたかい
温める,あたためる
湯豆腐,ゆどうふ
激しい,はげしい
濡れ衣,ぬれぎぬ
火曜日,かようび
炊飯器,すいはんき
無邪気,むじゃき
狭める,せばめる
現れる,あらわれる
理不尽,りふじん
甚だ,はなはだ
甲斐性,かいしょう
男の子,おとこのこ
留守番,るすばん
皇太子,こうたいし
皿洗い,さらあらい
看護師,かんごし
眺める,ながめる
短距離,たんきょり
破れる,やぶれる
私生活,しせいかつ
程よく,ほどよく
穏やか,おだやか
空き瓶,あきびん
管理人,かんりにん
紛らす,まぎらす
紛れる,まぎれる
素粒子,そりゅうし
続ける,つづける
縄張り,なわばり
縮まる,ちぢまる
罰する,ばっする
美しい,うつくしい
育てる,そだてる
腹立つ,はらだつ
自家製,じかせい
自販機,じはんき
致命的,ちめいてき
若い頃,わかいころ
英会話,えいかいわ
落書き,らくがき
蓄える,たくわえる
衰える,おとろえる
裏切り,うらぎり
裏切る,うらぎる
見逃す,みのがす
覚える,おぼえる
親不孝,おやふこう
記念日,きねんび
訪ねる,たずねる
訴える,うったえる
試みる,こころみる
話し方,はなしかた
諦める,あきらめる
貧しい,まずしい
貨物船,かもつせん
貯える,たくわえる
贈り物,おくりもの
足し算,たしざん
車椅子,くるまいす
近距離,きんきょり
逃れる,のがれる
遅咲き,おそざき
遊園地,ゆうえんち
遠距離,えんきょり
遺伝子,いでんし
酒好き,さけずき
鎮まる,しずまる
鎮める,しずめる
間違い,まちがい
除いて,のぞいて
隔てる,へだてる
雇用者,こようしゃ
面白い,おもしろい
革命家,かくめいか
預ける,あずける
顔文字,かおもじ
顧みる,かえりみる
飾り気,かざりけ
鮮やか,あざやか
鳴き声,なきごえ
黒い霧,くろいきり
鼻の穴,はなのあな
かき氷,かきごおり
一人娘,ひとりむすめ
一億円,いちおくえん
一周忌,いっしゅうき
一年生,いちねんせい
一文字,いちもんじ
一概に,いちがいに
一番目,いちばんめ
一遍に,いっぺんに
万年筆,まんねんひつ
三番目,さんばんめ
三角形,さんかくけい
不合格,ふごうかく
不完全,ふかんぜん
不文律,ふぶんりつ
不明瞭,ふめいりょう
不眠症,ふみんしょう
不祥事,ふしょうじ
主観的,しゅかんてき
二枚舌,にまいじた
交通網,こうつうもう
人殺し,ひとごろし
人違い,ひとちがい
今晩は,こんばんは
企てる,くわだてる
会社員,かいしゃいん
会議室,かいぎしつ
体系的,たいけいてき
倫理学,りんりがく
全日本,ぜんにほん
典型的,てんけいてき
再来月,さらいげつ
再来週,さらいしゅう
冷蔵庫,れいぞうこ
劣等感,れっとうかん
勘違い,かんちがい
包み紙,つつみがみ
千円札,せんえんさつ
博覧会,はくらんかい
叙事詩,じょじし
君主国,くんしゅこく
吸血鬼,きゅうけつき
回数券,かいすうけん
土曜日,どようび
地中海,ちちゅうかい
埼玉県,さいたまけん
大嫌い,だいきらい
大規模,だいきぼ
大違い,おおちがい
太平洋,たいへいよう
太陽系,たいようけい
奥深い,おくぶかい
女の人,おんなのひと
宇宙船,うちゅうせん
容疑者,ようぎしゃ
尊敬語,そんけいご
小規模,しょうきぼ
展示会,てんじかい
山登り,やまのぼり
岡山県,おかやまけん
左利き,ひだりきき
庶民的,しょみんてき
弁護士,べんごし
待合室,まちあいしつ
後ろ盾,うしろだて
徳島県,とくしまけん
心理学,しんりがく
忙しい,いそがしい
怪事件,かいじけん
恭しい,うやうやしい
愛国心,あいこくしん
慰める,なぐさめる
慰謝料,いしゃりょう
憧れる,あこがれる
戻り道,もどりみち
扇風機,せんぷうき
排水溝,はいすいこう
携わる,たずさわる
放射能,ほうしゃのう
教科書,きょうかしょ
文化祭,ぶんかさい
料理人,りょうりにん
新幹線,しんかんせん
旅行者,りょこうしゃ
日光浴,にっこうよく
日曜日,にちようび
星占い,ほしうらない
映画館,えいがかん
最後尾,さいこうび
最新鋭,さいしんえい
朝寝坊,あさねぼう
木曜日,もくようび
本塁打,ほんるいだ
東京都,とうきょうと
栃木県,とちぎけん
歌謡曲,かようきょく
死刑囚,しけいしゅう
水彩画,すいさいが
水曜日,すいようび
水溶性,すいようせい
沖縄県,おきなわけん
活用形,かつようけい
流行歌,りゅうこうか
海王星,かいおうせい
潜水艦,せんすいかん
火炎瓶,かえんびん
烏龍茶,うーろんちゃ
無報酬,むほうしゅう
無秩序,むちつじょ
熊本県,くまもとけん
犠牲者,ぎせいしゃ
独り言,ひとりごと
珍しい,めずらしい
田代島,たしろじま
男の人,おとこのひと
皮膚病,ひふびょう
睡眠薬,すいみんやく
碁会所,ごかいしょ
社会党,しゃかいとう
第一位,だいいちい
管制塔,かんせいとう
精神的,せいしんてき
紀元後,きげんご
紫外線,しがいせん
経験者,けいけんしゃ
結婚式,けっこんしき
総体的,そうたいてき
羅針盤,らしんばん
群馬県,ぐんまけん
考える,かんがえる
考古学,こうこがく
自動詞,じどうし
自民党,じみんとう
自転車,じてんしゃ
舞踏会,ぶとうかい
航空券,こうくうけん
花柳界,かりゅうかい
花粉症,かふんしょう
芳しい,かんばしい
英語圏,えいごけん
著作権,ちょさくけん
薬剤師,やくざいし
虚栄心,きょえいしん
被害者,ひがいしゃ
裏通り,うらどおり
複数形,ふくすうけい
親孝行,おやこうこう
訪れる,おとずれる
説明書,せつめいしょ
警察官,けいさつかん
警察署,けいさつしょ
警視庁,けいしちょう
責任感,せきにんかん
貴重品,きちょうひん
賞与金,しょうよきん
赤ん坊,あかんぼう
踊り場,おどりば
辞書形,じしょけい
通信網,つうしんもう
運転手,うんてんしゅ
遮断機,しゃだんき
金曜日,きんようび
金縛り,かなしばり
陳列室,ちんれつしつ
難しい,むずかしい
震源地,しんげんち
非常に,ひじょうに
頑張る,がんばる
頑張れ,がんばれ
飴細工,あめざいく
香川県,かがわけん
驚かす,おどろかす
高校生,こうこうせい
高血圧,こうけつあつ
高齢者,こうれいしゃ
一人称,いちにんしょう
一本気,いっぽんぎ
一般的,いっぱんてき
仏教徒,ぶっきょうと
伝統的,でんとうてき
先々月,せんせんげつ
共犯者,きょうはんしゃ
共産党,きょうさんとう
共通点,きょうつうてん
剰余金,じょうよきん
創造的,そうぞうてき
労働者,ろうどうしゃ
北海道,ほっかいどう
南極圏,なんきょくけん
博物館,はくぶつかん
原子力,げんしりょく
同期中,どうきちゅう
哲学者,てつがくしゃ
哺乳瓶,ほにゅうびん
唯物論,ゆいぶつろん
四十二,よんじゅうに
外交官,がいこうかん
外来語,がいらいご
大阪弁,おおさかべん
宇宙人,うちゅうじん
官僚的,かんりょうてき
工学者,こうがくしゃ
弦楽器,げんがっき
律動的,りつどうてき
循環器,じゅんかんき
微生物,びせいぶつ
必需品,ひつじゅひん
忘年会,ぼうねんかい
応援団,おうえんだん
恐怖症,きょうふしょう
悪影響,あくえいきょう
悪賢い,わるがしこい
挑戦者,ちょうせんしゃ
掲示板,けいじばん
改訂版,かいていばん
時刻表,じこくひょう
最優遇,さいゆうぐう
月曜日,げつようび
核分裂,かくぶんれつ
核実験,かくじっけん
歓楽街,かんらくがい
殺人者,さつじんしゃ
気象庁,きしょうちょう
流行語,りゅうこうご
滑り台,すべりだい
盆踊り,ぼんおどり
直接的,ちょくせつてき
眠り薬,ねむりぐすり
研修生,けんしゅうせい
研究室,けんきゅうしつ
研究所,けんきゅうしょ
私自身,わたしじしん
移住者,いじゅうしゃ
第二章,だいにしょう
精一杯,せいいっぱい
紀元前,きげんぜん
終身刑,しゅうしんけい
経済的,けいざいてき
給油所,きゅうゆじょ
編集者,へんしゅうしゃ
縛り首,しばりくび
考え方,かんがえかた
耐久性,たいきゅうせい
肌触り,はだざわり
腕時計,うでどけい
膝小僧,ひざこぞう
自動的,じどうてき
自動車,じどうしゃ
芸能界,げいのうかい
茨城県,いばらきけん
著しい,いちじるしい
血液型,けつえきがた
衆議院,しゅうぎいん
観光客,かんこうきゃく
証明書,しょうめいしょ
警察庁,けいさつちょう
貯金箱,ちょきんばこ
超音波,ちょうおんぱ
超音速,ちょうおんそく
辱める,はずかしめる
迎賓館,げいひんかん
近代的,きんだいてき
逃亡者,とうぼうしゃ
逆効果,ぎゃくこうか
運動会,うんどうかい
配偶者,はいぐうしゃ
鎮痛剤,ちんつうざい
長崎県,ながさきけん
関西弁,かんさいべん
防腐剤,ぼうふざい
電磁場,でんじば
電話帳,でんわちょう
願い事,ねがいごと
香辛料,こうしんりょう
中国製,ちゅうごくせい
中学校,ちゅうがっこう
中学生,ちゅうがくせい
人類学,じんるいがく
休憩所,きゅうけいじょ
修辞学,しゅうじがく
健忘症,けんぼうしょう
入館料,にゅうかんりょう
全般的,ぜんぱんてき
内緒話,ないしょばなし
出版社,しゅっぱんしゃ
創造力,そうぞうりょく
動物園,どうぶつえん
募集中,ぼしゅうちゅう
卒業式,そつぎょうしき
双眼鏡,そうがんきょう
受領書,じゅりょうしょ
商店街,しょうてんがい
土俵際,どひょうぎわ
外国人,がいこくじん
大失敗,だいしっぱい
大学生,だいがくせい
大学院,だいがくいん
大統領,だいとうりょう
大腸菌,だいちょうきん
奨学金,しょうがくきん
小学校,しょうがっこう
小学生,しょうがくせい
年賀状,ねんがじょう
心配事,しんぱいごと
悪循環,あくじゅんかん
救急車,きゅうきゅうしゃ
暴走族,ぼうそうぞく
東京弁,とうきょうべん
瓜実顔,うりざねがお
生物学,せいぶつがく
用心棒,ようじんぼう
留学生,りゅうがくせい
発売中,はつばいちゅう
第一段,だいいちだん
管弦楽,かんげんがく
精神病,せいしんびょう
経済学,けいざいがく
美術館,びじゅつかん
自叙伝,じじょでん
芸術家,げいじゅつか
解剖学,かいぼうがく
誕生日,たんじょうび
謙譲語,けんじょうご
貧乏人,びんぼうにん
賠償金,ばいしょうきん
贈収賄,ぞうしゅうわい
軍艦島,ぐんかんじま
郵便局,ゆうびんきょく
郵便箱,ゆうびんばこ
錬金術,れんきんじゅつ
非常口,ひじょうぐち
領収書,りょうしゅうしょ
食料品,しょくりょうひん
伝染病,でんせんびょう
合唱団,がっしょうだん
営業中,えいぎょうちゅう
大丈夫,だいじょうぶ
年代順,ねんだいじゅん
暴力団,ぼうりょくだん
洗浄剤,せんじょうざい
番号札,ばんごうふだ
紹介状,しょうかいじょう
親子丼,おやこどんぶり
食中毒,しょくちゅうどく
駐留軍,ちゅうりゅうぐん
駐車場,ちゅうしゃじょう
お知らせ,おしらせ
お見舞い,おみまい
クモの巣,くものす
ハチの巣,はちのす
三つ編み,みつあみ
上がる,あがる
上げる,あげる
下がる,さがる
下げる,さげる
亡くなる,なくなる
交じる,まじる
交ぜる,まぜる
伸ばす,のばす
伸びる,のびる
凛々しい,りりしい
切り取る,きりとる
刈り取る,かりとる
取り分け,とりわけ
取り決め,とりきめ
合わせる,あわせる
吹き込む,ふきこむ
告げる,つげる
埋もれる,うもれる
売り切れ,うりきれ
延ばす,のばす
引き分け,ひきわけ
引き裂く,ひきさく
引っ越す,ひっこす
待たせる,またせる
投げる,なげる
挙がる,あがる
挙げる,あげる
揚げる,あげる
揺らぐ,ゆらぐ
散らかす,ちらかす
曲がる,まがる
曲げる,まげる
書き込む,かきこむ
果たして,はたして
気に入る,きにいる
浮かれる,うかれる
浴びる,あびる
混ざる,まざる
混じる,まじる
混ぜる,まぜる
無視する,むしする
焦がす,こがす
焦げる,こげる
照り焼き,てりやき
燃え付く,もえつく
生まれる,うまれる
知り合い,しりあい
立ち飲み,たちのみ
美味しい,おいしい
聞こえる,きこえる
落ち着く,おちつく
見付ける,みつける
見分ける,みわける
見当たる,みあたる
見詰める,みつめる
詰め込む,つめこむ
貸し切り,かしきり
足りない,たりない
踏み込む,ふみこむ
輪ゴム,わごむ
述べる,のべる
追い付く,おいつく
追い越す,おいこす
逃がす,にがす
逃げる,にげる
遂げる,とげる
過ぎる,すぎる
過ごす,すごす
閉じる,とじる
間に合う,まにあう
間もなく,まもなく
飛ばす,とばす
食べる,たべる
駆け込む,かけこむ
お兄さん,おにいさん
お姉さん,おねえさん
お手洗い,おてあらい
お母さん,おかあさん
お父さん,おとうさん
ばい菌,ばいきん
ふじ山,ふじさん
やり甲斐,やりがい
バス停,ばすてい
一致する,いっちする
並べる,ならべる
丸ごと,まるごと
二日酔い,ふつかよい
今すぐ,いますぐ
今まで,いままで
何故なら,なぜなら
使い捨て,つかいすて
例えば,たとえば
保持する,ほじする
保護する,ほごする
信じる,しんじる
出かける,でかける
参加する,さんかする
及ぼす,およぼす
取り出す,とりだす
吐き出す,はきだす
否定する,ひていする
吹き出す,ふきだす
呼び鈴,よびりん
噴き出す,ふきだす
報じる,ほうじる
大人しい,おとなしい
広がる,ひろがる
廃止する,はいしする
延期する,えんきする
当たり前,あたりまえ
役に立つ,やくにたつ
応じる,おうじる
怒らせる,おこらせる
怖がる,こわがる
思い遣り,おもいやり
思わず,おもわず
恐ろしい,おそろしい
情けない,なさけない
感じる,かんじる
憎らしい,にくらしい
懐かしい,なつかしい
手掛かり,てがかり
批判する,ひはんする
抜き出す,ぬきだす
拡がる,ひろがる
指定する,していする
指摘する,してきする
振り仮名,ふりがな
掲げる,かかげる
支援する,しえんする
整理する,せいりする
暗記する,あんきする
書き直す,かきなおす
期待する,きたいする
柔らかい,やわらかい
検査する,けんさする
比べる,くらべる
比較する,ひかくする
湿らせる,しめらせる
滅びる,ほろびる
滅ぼす,ほろぼす
演ずる,えんずる
玉ねぎ,たまねぎ
理解する,りかいする
甘く見る,あまくみる
生き甲斐,いきがい
申し込む,もうしこむ
発揮する,はっきする
目覚める,めざめる
確かめる,たしかめる
禁じる,きんじる
秀でる,ひいでる
維持する,いじする
縄跳び,なわとび
繰り返す,くりかえす
群がる,むらがる
肺がん,はいがん
蒸し暑い,むしあつい
蒸し返す,むしかえす
見極める,みきわめる
解雇する,かいこする
調べる,しらべる
貨幣価値,かへいかち
赤ちゃん,あかちゃん
起訴猶予,きそゆうよ
跡継ぎ,あとつぎ
転がる,ころがる
近づく,ちかづく
透き通る,すきとおる
逮捕する,たいほする
避難する,ひなんする
非難する,ひなんする
食べ物,たべもの
駆け出す,かけだす
駆け回る,かけまわる
いい加減,いいかげん
お婆さん,おばあさん
お客さん,おきゃくさん
お疲れ様,おつかれさま
お陰で,おかげで
ゴミ箱,ごみばこ
ハート形,はーとがた
ビー玉,びーだま
主催する,しゅさいする
催促する,さいそくする
傷つける,きずつける
克服する,こくふくする
刊行する,かんこうする
前売り券,まえうりけん
反抗する,はんこうする
取り戻す,とりもどす
取り扱う,とりあつかう
呆れ返る,あきれかえる
回復する,かいふくする
回転する,かいてんする
固有名詞,こゆうめいし
圧倒する,あっとうする
大騒ぎ,おおさわぎ
天気予報,てんきよほう
妊娠する,にんしんする
妨げる,さまたげる
存じる,ぞんじる
宝くじ,たからくじ
容赦なく,ようしゃなく
寝坊する,ねぼうする
対向する,たいこうする
尊敬する,そんけいする
差別する,さべつする
希望する,きぼうする
帰郷する,ききょうする
弱々しい,よわよわしい
応募する,おうぼする
応援する,おうえんする
思い出す,おもいだす
抵抗する,ていこうする
拝見する,はいけんする
掃除する,そうじする
掲載する,けいさいする
提案する,ていあんする
摘発する,てきはつする
放送する,ほうそうする
散歩する,さんぽする
旅行する,りょこうする
昼ご飯,ひるごはん
有り難う,ありがとう
朝ご飯,あさごはん
桜んぼ,さくらんぼ
検問する,けんもんする
検討する,けんとうする
歯を磨く,はをみがく
殴り合い,なぐりあい
殴り込み,なぐりこみ
毒ガス,どくがす
決定する,けっていする
洗濯する,せんたくする
消化する,しょうかする
混乱する,こんらんする
申し申し,もうしもうし
痛み止め,いたみどめ
発射する,はっしゃする
発展する,はってんする
登録する,とうろくする
皇太子妃,こうたいしひ
確認する,かくにんする
算定する,さんていする
約束する,やくそくする
結婚する,けっこんする
締結する,ていけつする
羨ましい,うらやましい
若々しい,わかわかしい
荒々しい,あらあらしい
虐げる,しいたげる
言葉つき,ことばつき
設定する,せっていする
誘惑する,ゆうわくする
説得する,せっとくする
読み違い,よみちがい
賛成する,さんせいする
走り回る,はしりまわる
輸入する,ゆにゅうする
輸出する,ゆしゅつする
辞儀する,じぎする
返り咲き,かえりざき
退院する,たいいんする
連絡する,れんらくする
運転する,うんてんする
道に迷う,みちにまよう
遠慮する,えんりょする
選択する,せんたくする
選挙する,せんきょする
配達する,はいたつする
酔っ払い,よっぱらい
開放する,かいほうする
間違える,まちがえる
降参する,こうさんする
隠居する,いんきょする
電子機器,でんしきき
面接する,めんせつする
